collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,occurrence_no,pubyr,type_specimen,type_body_part,collection.reference_no,10_my_bin,environment
111712,M. Clapham,CC BY,,Pristinochterus,n. sp.,ovatus,,,,,959701,2011,CNU-HE-LB2009096,exoskeleton,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,,Allaboilus,n. sp.,hani,,,,,964425,2010,CNU-ORT-LB2009049,exoskeleton,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,n. gen.,Quadrocoris,n. sp.,radius,,,,,1104611,2013,CNU-HE-LB2009017,exoskeleton,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,n. gen.,Longicellochrysa,n. sp.,yixiana,,,,,988815,2010,CNU-NEU-LJ2009012,exoskeleton,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,,Liadytiscus,n. sp.,latus,,,,,964706,2010,CNU-COL-LB2009031,exoskeleton,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,,Pleocoma,n. sp.,dolichophylla,,,,,1075365,2012,CNU-COL-LB2009725,exoskeleton,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,,Alegorius,,sp.,,,,,1199204,2014,,,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,n. gen.,Sinoporus,n. sp.,lineatus,,,,,964710,2010,CNU-COL-LB2009104,exoskeleton,35905,Cretaceous 2,lacustrine - large
111712,M. Clapham,CC BY,,Primipentatoma,,peregrina,,,,,1104610,2013,CNU-HE-LB2006001,exoskeleton,35905,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Thayeralinus,n. sp.,longelytratus,,,,,1088719,2012,CNU-COL-LB2008181,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Necromera,aff.,admiranda,,,,,962357,2011,CNU-COL-LB2008892,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Cretoquedius,n. sp.,distinctus,,,,,1088723,2012,CNU-COL-LB2008673,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Anotylus,n. sp.,archaicus,,,,,1040938,2012,CNU-COL-LB2008260,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Apoclion,n. sp.,clavatus,,,,,911082,2010,CNU-COL-LB2008828PC,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Clavineta,n. sp.,excavata,,,,,935144,2011,CNU-EPH-LN-08001,nymph,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Sophogramma,n. sp.,lii,,,,,915578,2009,CNU-NEU-LB2008001,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Parahagla,,sibirica,,,,,964427,1968,PIN 1989/2550,forewing,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Sinoxytelus,n. sp.,breviventer,,,,,913734,2010,CNU-COL-LB2008602,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Mesostaphylinus,n. sp.,antiquus,,,,,1088683,2012,CNU-COL-LB2008783,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Thayeralinus,n. sp.,fieldi,,,,,1088718,2012,CNU-COL-LB2008173,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Necromera,n. sp.,admiranda,,,,,962356,2011,CNU-COL-LB2008892,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Durothorax,n. sp.,creticus,,,,,1088722,2012,CNU-COL-LB2008235,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Desmatinus,n. sp.,cognatus,,,,,911081,2010,CNU-COL-LB2008836,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Sinoxytelus,n. sp.,euglypheus,,,,,913733,2010,CNU-COL-LB2008601,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Mesostaphylinus,n. sp.,yixianus,,,,,1088682,2012,CNU-COL-LB2008767,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Paleowinus,n. sp.,ambiguus,,,,,1088721,2012,CNU-COL-LB2008211,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Rudisiricius,n. sp.,celsus,,,,,1011173,2010,CNU-HYM-LB2008017,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Siberiogenites,n. sp.,branchicillus,,,,,935146,2011,CNU-EPH-LN-08009,nymph,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Angulochterus,,quatrimaculatus,,,,,959705,2011,CNU-HE-LB2006644,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Anthoxyela,n. sp.,orientalis,,,,,913732,2008,CNU-HYM-LB-2008003,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Megolisthaerus,n. sp.,chinensis,,,,,1022144,2010,CNU-COL-LB2008176,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Brachyoxyela,n. sp.,gracilenta,,,,,950116,2011,CNU-HYM-NN-2008009,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Mesostaphylinus,n. sp.,elongatus,,,,,1088681,2012,CNU-COL-LB2008786,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Paleothius,n. sp.,gracilis,,,,,1088685,2012,CNU-COL-LB2008172,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Paleowinus,n. sp.,rex,,,,,1088720,2012,CNU-COL-LB2008212,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Rudisiricius,n. sp.,crassinodus,,,,,1011172,2010,CNU-HYM-LB2008016,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Cretoquedius,n. sp.,dorsalis,,,,,1088724,2012,CNU-COL-LB2008058,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Apoclion,n. sp.,dolini,,,,,911083,2010,CNU-COL-LB2008862,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Oxyporus,n. sp.,yixianus,,,,,929051,2011,CNU-COL-LB2008087,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Clavineta,n. sp.,brevinodia,,,,,935145,2011,CNU-EPH-LN-08008,nymph,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Floricaudus,n. sp.,multilocellus,,,,,959704,2011,CNU-HE-LB2008006,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,n. gen.,Brachyoxyela,n. sp.,brevinodia,,,,,950115,2011,CNU-HYM-NN-2008008,exoskeleton,34943,Cretaceous 2,lacustrine - large
111714,M. Clapham,CC BY,,Sinoxytelus,n. sp.,longisetosus,,,,,913735,2010,CNU-COL-LB2008605,exoskeleton,34943,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Prosinodendron,n. sp.,krelli,,,,,1007514,2012,CNU-COL-LB2010607,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Venicoris,,solaris,,,,,1181591,2012,CNU-HE-LB2006526,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Abrocar,,macilentus,,,,,1127816,2007,CNU-C-LB2006102,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Sinosperchopsis,n. sp.,silinae,,,,,1065652,2010,CNU-COL-LB2010003,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Longianteclypea,,tibialis,,,,,1143002,1986,PIN 3149/553,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Notonecta,,xyphiale,,,,,999338,1964,PIN 1668/1738,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Sinovelia,n. sp.,popovi,,,,,963963,2012,CNU-HE-LB2010226PC,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Hydroyixia,,latissima,,,,,1199202,2014,CNU-COL-LB2009074,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Rudiaeschna,,limnobia,,,,,949215,1996,LB 94010,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Venustsalda,n. sp.,locella,,,,,1049373,2012,CNU-HET-LB2010335,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Abrocar,,brachyorhinos,,,,,1127815,2006,CNU-C-LB2005105,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Renicimberis,,latipecteris,,,,,1127820,2006,CNU-C-LB2005101,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Mesolygaeus,,laiyangensis,,,,,1142997,1928,"22-25; Pl. III, figs. 3-6",exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Helophorus,n. sp.,yixianus,,Helophorus,n. sp.,yixianus,1065651,2012,CNU-COL-LB2010004,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Propritergum,,opimum,,,,,1143001,2014,CNU-HET-LB2006653,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Sinovelia,n. sp.,mega,,,,,963962,2012,CNU-HE-LB2010224PC,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Alegorius,,yixianus,,,,,1199198,2014,CNU 2009079,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Helophorus,n. sp.,gracilis,,Hydrophilopsia,n. sp.,gracilis,1065655,2010,CNU-COL-LB2010018,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Saurophthirus,,exquisitus,,,,,1166680,2013,CNU-LL2010016,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Hydroyixia,n. sp.,elongata,,,,,1199201,2014,CNU 2010005,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Liadroporus,,elegans,,,,,964711,2010,CNU-COL-LB2009030,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Cretonanophyes,,punctatus,,,,,1127814,2007,CNU-C-LB2006103,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Chinocimberis,,magnoculi,,,,,1127819,2006,CNU-C-LB2005107/8,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Mesolygaeus,,naevius,,,,,1143000,1980,,,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Laetopsia,n. sp.,hydraenoides,,Hydrophilopsia,n. sp.,hydraenoides,1065654,2010,CNU-COL-LB2010021,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Prophaenognatha,n. sp.,robusta,,,,,984425,2011,CNU-COL-LB2010596,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Abrocar,n. sp.,relicinus,,,,,1127817,2013,CNU-C-LB2010152,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,n. gen.,Fortiseode,n. sp.,pervalimand,,,,,913731,2011,CNU-COL-LB-2010495,exoskeleton,36425,Cretaceous 2,lacustrine - large
111716,M. Clapham,CC BY,,Laetopsia,n. sp.,shatrovskiyi,,Hydrophilopsia,n. sp.,shatrovskiyi,1065653,2010,CNU-COL-LB2010242,exoskeleton,36425,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Abrocar,,macilentus,,,,,1127810,2007,CNU-C-LB2006102,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Chinocimberis,n. sp.,magnoculi,,Brenthorrhinoides,n. sp.,magnoculi,1010923,2006,CNU-C-LB2005107/8,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Amblomma,n. sp.,porrecta,,,,,1109511,2006,CNU-C-LB2005006(1-2),exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,n. gen.,Latocupes,n. sp.,fortis,,,,,929770,2006,CNU-C-LB2005012,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,n. gen.,Parahagla,n. sp.,sibirica,n. gen.,Grammohagla,n. sp.,striata,965513,2006,CNU-ORT-LB2005001,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Cretonanophyes,,punctatus,,,,,1127809,2007,CNU-C-LB2006103,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Chinocimberis,n. sp.,angustipecteris,,Brenthorrhinoides,n. sp.,angustipecteris,1010922,2006,CNU-C-LB2005102,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Jeholopsyche,,liaoningensis,,Jeholopsyche,,sp.,1181252,2009,CNU-M-LB-2005-002,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Amblomma,n. sp.,miniscula,,,,,1109510,2006,CNU-C-LB2005005(1-2),exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,n. gen.,Abrocar,n. sp.,brachyorhinos,,,,,1010899,2006,CNU-C-LB2005105,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Latocupes,n. sp.,bellus,,,,,929769,2006,CNU-C-LB2005013,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Renicimberis,n. sp.,latipecteris,,Brenthorrhinoides,n. sp.,latipecteris,1010921,2006,CNU-C-LB2005101,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Priacma,n. sp.,tuberculosa,,,,,1179739,2006,CNU-C-LB2005011,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Amblomma,n. sp.,cyclodonta,,,,,1109509,2006,CNU-C-LB2005004,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Cretonanophyes,n. sp.,zherikhini,,,,,1010898,2006,CNU-C-LB2005103/4,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Amblomma,n. sp.,protensa,,,,,1109513,2006,CNU-C-LB2005008(1-2),exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Parahagla,n. sp.,sibirica,,Chifengia,n. sp.,amans,965515,2006,CNU-ORT-LB2005003,tegmen,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,n. gen.,Jeholopsyche,n. sp.,liaoningensis,,,,,980830,2009,CNU-M-LB-2005-002,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Abrocar,,relicinus,,,,,1127811,2013,CNU-C-LB2010152,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Priacma,n. sp.,latidentata,,,,,1179738,2006,CNU-C-LB2005010,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,n. gen.,Pareuryomma,n. sp.,tylodes,n. gen.,Euryomma,n. sp.,tylodes,1109508,2006,CNU-C-LB2005003(1-2),exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,,Amblomma,n. sp.,eumeura,,,,,1109512,2006,CNU-C-LB2005007,exoskeleton,35489,Cretaceous 2,lacustrine - large
111717,M. Clapham,CC BY,n. gen.,Aethehagla,n. sp.,hongi,,,,,965514,2006,CNU-O-LB-2005002,tegmen,35489,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,,Amblomma,n. sp.,epicharis,,,,,1181285,2005,CNU LB2004002,exoskeleton,34940,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,n. gen.,Telmaeshna,n. sp.,paradoxica,,,,,1112377,2008,CNU-OD-LB2004001,hindwing,34940,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,,Sopholibellula,n. sp.,amoena,,,,,913730,2006,CNU-OD-LB2004003,exoskeleton,34940,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,n. gen.,Typhothauma,n. sp.,yixianensis,,,,,1006895,2005,CNU M-LB200401,exoskeleton,34940,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,n. gen.,Amblomma,n. sp.,psilata,,,,,1181284,2005,CNU LB2004001,exoskeleton,34940,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,n. gen.,Sopholibellula,n. sp.,eleganta,,,,,913729,2006,CNU-OD-LB2004002,exoskeleton,34940,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,,Amblomma,n. sp.,rudis,,,,,1181287,2005,CNU LB2004004,exoskeleton,34940,Cretaceous 2,lacustrine - large
111722,M. Clapham,CC BY,,Amblomma,n. sp.,stabilis,,,,,1181286,2005,CNU LB2004003,exoskeleton,34940,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Amplicella,n. sp.,exquisita,,Tanychora,n. sp.,exquisita,963927,2003,NIGP 134820,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Sinopelecinus,n. sp.,delicatus,,,,,1011073,2002,NIGP 134157,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Stylaeschnidium,n. sp.,rarum,,,,,984670,2001,MI117A-B,nymph,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Eopelecinus,n. sp.,vicinus,,,,,1011077,2002,NIGP 134161,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Protoscolia,n. sp.,sinensis,,,,,1011081,2002,NIGP 133154,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Procretevania,n. sp.,vesca,,,,,1011001,2007,NIGP 140527,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,?,Hydroscapha,n. sp.,jeholensis,,,,,1005908,2012,NIGP 152505,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Trematothoracoides,n. sp.,liaoningensis,,,,,1033512,2001,NIGP 132459,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Tanychorella,n. sp.,dubia,,,,,963930,2003,NIGP 134823,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Dracontaeschnidium,n. sp.,orientale,,,,,984669,2001,B97602,hindwing,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Hesterniasca,n. sp.,lata,,,,,964729,2011,NIGP 152502,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Sinopelecinus,n. sp.,viriosus,,,,,1011076,2002,NIGP 134160,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Scorpiopelecinus,n. sp.,versatilis,,,,,1011080,2002,NIGP 134164,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Procretevania,n. sp.,exquisita,,,,,1011000,2007,NIGP 140526,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Tyrannopsylla,n. sp.,beipiaoensis,,,,,1166683,2013,NIGP 154249,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Amplicella,n. sp.,spinata,,Tanychora,n. sp.,spinata,963929,2003,NIGP 134822,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Tuphephialtites,n. sp.,zherikhini,,,,,984654,2002,LBSH98019/NIGP134560,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Syntexyela,n. sp.,continentalis,,,,,1011046,2006,NIGP 135549,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Megolisthaerus,n. sp.,minor,,,,,1087862,2013,NIGP 153697,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Sinopelecinus,n. sp.,magicus,,,,,1011075,2002,NIGP 134159,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Sinaeschnidia,,heishankowensis,,Aeschnidium,,heishankowense,929585,1965,HX-16/1203,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,n. gen.,Protodeleaster,n. sp.,glaber,,,,,1168363,2013,NIGP 152503,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Eopelecinus,n. sp.,similaris,,,,,1011079,2002,NIGP 134163,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Amplicella,n. sp.,beipiaoensis,,Tanychora,n. sp.,beipiaoensis,963928,2003,NIGP 134821,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Crephanogaster,n. sp.,rara,,,,,984653,2002,LBSH98018/NIGP134559,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Brachysyntexis,n. sp.,robusta,,,,,1011045,2006,NIGP 135548,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Sinopelecinus,n. sp.,epigaeus,,,,,1011074,2002,NIGP 134158,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Quedius,n. sp.,cretaceus,,,,,1132133,2013,NIGP156220,exoskeleton,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Yanocossus,cf.,guoi,,,,,929715,1995,CH93060,forewing,35450,Cretaceous 2,lacustrine - large
111725,M. Clapham,CC BY,,Eopelecinus,n. sp.,shangyuanensis,,,,,1011078,2002,NIGP 134162,exoskeleton,35450,Cretaceous 2,lacustrine - large
111729,M. Clapham,CC BY,n. gen.,Metrorhynchites,n. sp.,dunstani,n. gen.,Mesorhynchophora,n. sp.,dunstani,955633,1916,GSQI27,elytra,36526,Triassic 2,pond
111729,M. Clapham,CC BY,?,Mesotitan,,sp.,,,,,955629,1916,,,36526,Triassic 2,pond
111729,M. Clapham,CC BY,,Etheridgea,n. sp.,petrica,,,,,955632,1916,GSQI31,exoskeleton,36526,Triassic 2,pond
111729,M. Clapham,CC BY,?,Mesotitan,,giganteus,,,,,955628,1916,GSQI22,exoskeleton,36526,Triassic 2,pond
111729,M. Clapham,CC BY,n. gen.,Metrorhynchites,n. sp.,sydneiensis,,,,,955631,1916,GSQI28,elytra,36526,Triassic 2,pond
111729,M. Clapham,CC BY,n. gen.,Mesotitan,n. sp.,giganteus,,,,,955627,1916,GSQI22,exoskeleton,36526,Triassic 2,pond
111729,M. Clapham,CC BY,n. gen.,Notoblattites,n. sp.,subcostalis,,,,,955626,1916,GSQI25,tegmen,36526,Triassic 2,pond
111729,M. Clapham,CC BY,n. gen.,Elateridium,n. sp.,wianamattense,n. gen.,Elaterites,n. sp.,wianamattensis,955630,1916,GSQI30,elytra,36526,Triassic 2,pond
111777,M. Clapham,CC BY,,Ademosynoides,,minor,,Ademosyne,,minor,955606,1906,GSQIS3,exoskeleton,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosyne,n. sp.,punctata,,,,,955610,1916,GSQI47,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Mesothoris,n. sp.,grandis,,,,,1191164,1923,GSQ 54,exoskeleton,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Mesochorista,n. sp.,proavita,,,,,955614,1916,GSQI32,forewing,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Austromylacrites,n. sp.,latus,,,,,955598,1916,GSQI8,tegmen,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosynoides,n. sp.,angusta,,Ademosyne,n. sp.,angusta,955602,1916,GSQI15,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosyne,n. sp.,cameroni,,,,,955609,1916,GSQI46,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Mesocixiodes,,brachyclada,?,Mesorthopteron,?,locustoides,955618,1922,GSQI325,tegmen,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Mesothoris,,quadripartita,,,,,1191163,1923,GSQ 349,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Mesophlebia,n. sp.,antinodalis,,,,,955613,1916,NHM In 33279,wing,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Mesojassus,n. sp.,ipsviciensis,,,,,955617,1916,GSQI33,forewing,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosyne,n. sp.,australiensis,,,,,955601,1916,GSQI112,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosyne,,major,,,,,955605,1906,GSQI82,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Platycrossos,n. sp.,tumidus,,Ademosyne,n. sp.,tumida,955608,1916,GSQI45,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosynoides,n. sp.,striatella,,,,,1191162,1923,GSQ 16,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Mesothoris,n. sp.,clathrata,,,,,955612,1916,GSQI48,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Mesostigmodera,,typica,,,,,1191166,1890,GSQIS5,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Mesogereon,n. sp.,neuropunctatum,,,,,955616,1916,GSQI19,wing,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Mesomantidion,n. sp.,queenslandicum,,,,,955600,1916,GSQI1ab,wing,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosyne,,olliffi,,,,,955604,1906,,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Ademosyne,n. sp.,congener,,,,,955607,1916,GSQI40,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,n. gen.,Ulomites,n. sp.,willcoxi,,,,,955611,1916,GSQI50,elytra,36526,Triassic 3,lacustrine indet.
111777,M. Clapham,CC BY,,Tillyardiopsis,n. sp.,variotuberculata,,,,,1191165,1923,GSQ 66,elytra,36526,Triassic 3,lacustrine indet.
