collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,type_specimen,type_body_part,collection.reference_no,10_my_bin
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,saueriana,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,exasperata,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Sysciophlebia,,euglyptica,,Sysciophlebia,,agilis,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Phyloblatta,n. sp.,tristis,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Sysciophlebia,,euglyptica,,Sysciophlebia,informal,sp. 3,,,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,irregularis,,,,,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Phyloblatta,n. sp.,nana,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Phyloblatta,n. sp.,splendens,,Asemoblatta,n. sp.,gemella,,tegmen,48841,Carboniferous 5
122579,M. Clapham,CC BY,,Sysciophlebia,n. sp.,oligoneura,,,,,Coll Breslau Pl XXV fig 25,tegmen,48841,Carboniferous 5
122580,M. Clapham,CC BY,,Sysciophlebia,,euglyptica,,Blattina,cf.,mahri,,forewing,37755,Permian 1
122580,M. Clapham,CC BY,,Xenoblatta,n. sp.,deichmuelleri,,Blattina,n. sp.,deichmuelleri,,tegmen,37755,Permian 1
122580,M. Clapham,CC BY,,Phyloblatta,n. sp.,deichmuelleriana,,Etoblattina,?,carbonaria,,tegmen,37755,Permian 1
122580,M. Clapham,CC BY,,Blattinopsis,n. sp.,oblonga,,Oryctoblattina,n. sp.,oblonga,,tegmen,37755,Permian 1
122580,M. Clapham,CC BY,,Spiloblattina,,weissigensis,,Blattina,,weissigensis,,tegmen,37755,Permian 1
122580,M. Clapham,CC BY,,Compsoblatta,n. sp.,stelzneri,,Etoblattina,n. sp.,stelzneri,FG 242/1,exoskeleton,37755,Permian 1
122580,M. Clapham,CC BY,,Anthracoblattina,,porrecta,,Blattina,n. sp.,didyma,,tegmen,37755,Permian 1
122580,M. Clapham,CC BY,,Anthracoblattina,n. sp.,porrecta,,Blattina,n. sp.,porrecta,,forewing,37755,Permian 1
122580,M. Clapham,CC BY,,Etoblattina,,dyadica,,Blattina,cf.,anthracophila,MH 16,tegmen,37755,Permian 1
122581,M. Clapham,CC BY,,Dasyleptus,,brongniarti,,,,,,exoskeleton,40260,Permian 3
122581,M. Clapham,CC BY,,Archiprobnis,,repens,,,,,PIN 1197/309,forewing,40260,Permian 3
122581,M. Clapham,CC BY,,Boreopsocus,,sp.,,,,,,,40260,Permian 3
122581,M. Clapham,CC BY,,Sojanidelia,n. sp.,kostinae,,Metidelia,n. sp.,kostinae,PIN 1424/2,forewing,40260,Permian 3
122582,M. Clapham,CC BY,,Calosoma,,agassizi,,,,,,,39084,Cenozoic 4
122582,M. Clapham,CC BY,,Nothochrysa,n. sp.,stampieni,,,,,Nel 822,exoskeleton,39084,Cenozoic 4
122583,M. Clapham,CC BY,n. gen.,Pronothochrysa,n. sp.,vivesi,,,,,MNCNI-21642,exoskeleton,49228,Cenozoic 5
122583,M. Clapham,CC BY,,Nomochirus,,sampelayoi,,,,,,exoskeleton,49228,Cenozoic 5
122583,M. Clapham,CC BY,?,Platycnemis,n. sp.,cincuneguii,,,,,MNCNI-15808,exoskeleton,49228,Cenozoic 5
122583,M. Clapham,CC BY,,Oligaeschna,n. sp.,saurai,,,,,MNCNI-22610,hindwing,49228,Cenozoic 5
122583,M. Clapham,CC BY,,Hilara,n. sp.,royoi,,,,,,exoskeleton,49228,Cenozoic 5
122584,M. Clapham,CC BY,,Kinklidoblatta,n. sp.,lesquereuxi,,Etoblattina,n. sp.,lesquereuxii,,tegmen,37755,Carboniferous 4
122585,M. Clapham,CC BY,,Anaxyela,n. sp.,gracilis,,Anaxyela,n. sp.,martynovi,,exoskeleton,39088,Jurassic 5
122585,M. Clapham,CC BY,,Aboilus,n. sp.,besobrasovae,,,,,,exoskeleton,39088,Jurassic 5
122585,M. Clapham,CC BY,n. gen.,Besobrasovia,n. sp.,latissima,,,,,,forewing,39088,Jurassic 5
122586,M. Clapham,CC BY,,Elcana,,lithophila,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Ditomoptera,,dubia,,Ditomorptera,,dubia,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Prostenophlebia,,jurassica,,,,,SOS 2047,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Archipsyche,,eichstattensis,,Limacodites,,mesozoicus,BaJ1591,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Protolindenia,,wittei,,,,,JME SOS 2043,hindwing,35428,Jurassic 6
122586,M. Clapham,CC BY,,Pycnophlebia,,speciosa,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Hexagenites,n. sp.,cellulosa,,Ephemera,n. sp.,cellulosa,MCZ 6281ab,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Cymatophlebia,,kuempeli,,,,,JME Kuempel 42,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Actea,,sphinx,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Eocicada,,microcephala,,,,,BSPGM (lost),exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Aeschnogomphus,,intermedius,,,,,BSPGM AS VII 795,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Tarsophlebia,n. sp.,minor,,,,,MCZ 55,hindwing,35428,Jurassic 6
122586,M. Clapham,CC BY,,Sphaerodemopsis,,jurassica,,Sphaerodermopsis,,jurassica,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Chresmoda,,obscura,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Aeschnogomphus,,buchi,,Anax,,buchi,MfN MB.J 841,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Tarsophlebia,,eximia,,,,,BSPGM AS VI 44,hindwing,35428,Jurassic 6
122586,M. Clapham,CC BY,n. gen.,Juracordulia,n. sp.,schiemenzi,,,,,MCZ 5911,wing,35428,Jurassic 6
122586,M. Clapham,CC BY,,Malmagrion,,eichstattensis,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Stenophlebia,,latreillei,,Stenophlebia,,aequalis,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Archegetes,,neuropterorum,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Procalosoma,,major,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Cymatophlebia,,longialata,,,,,BSP AS VII 792,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Mesonepa,,primordialis,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Stenophlebia,,latreillei,,,,,BSPG 1870/VII/35,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Panorpidium,,phyllophora,,Elcana,,phyllophora,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Omma,,brevipes,,Pyrochroophana,,brevipes,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Eumorbaeschna,,jurassica,,,,,Carnegie Museum 3815,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Notonectites,,elterleini,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Urogomphus,,giganteus,,,,,BSPGM AS VII 791,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Conocephalella,,capito,,Conocephalites,,capito,NHM In 36201,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Mesephemera,n. sp.,procera,,Ephemera,n. sp.,procera,MCZ 6280ab,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Cymatophlebia,n. sp.,pumilio,,,,,MCZ 6234(6235),forewing,35428,Jurassic 6
122586,M. Clapham,CC BY,,Ditomoptera,,minor,,Ditomorptera,,minor,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Archipsyche,,eichstattensis,,Archepsyche,,eichstattensis,NHMW2007z0142/0003,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Mesuropetala,,muensteri,,,,,BSP AS VII 794,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Mesuropetala,,muensteri,,Protolindenia,,koehleri,"BSP 1846 / 44a,b",exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Malmelater,,costeri,,,,,TM 6525,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Eumorbaeschna,,jurassica,,Morbaeschna,,muensteri,Carnegie Museum 3815,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Pycnophlebia,,minor,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,n. gen.,Mesonymphes,n. sp.,hageni,,,,,MCZ 1999,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Hexagenites,n. sp.,cellulosa,,Ephemera,n. sp.,mortua,MCZ 6283,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Euphaeopsis,,multinervis,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Osmylites,,excelsa,,Osmylites,,protogaeus,JME AS V I 1029 1095-1 Nr 3,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Nannogomphus,,bavaricus,,,,,NHMW 1985/3/1 (1898/7/11),wing,35428,Jurassic 6
122586,M. Clapham,CC BY,,Pseudohydrophilus,,avitus,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Scarabaeides,,deperditus,,Mesobelostomum,,deperditum,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Isophlebia,n. sp.,aspasia,,,,,Munich Museum AS 1 1023,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Lithoblatta,,lithophila,,,,,,tegmen,35428,Jurassic 6
122586,M. Clapham,CC BY,,Mesotermes,n. sp.,heros,,Termes,n. sp.,heros,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Stenophlebia,n. sp.,phryne,,Heterophlebia,n. sp.,phryne,MCZ 6212,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Myrmicium,,schroeteri,,Pseudosirex,,schroeteri,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Mesonepa,,minor,,,,,,exoskeleton,35428,Jurassic 6
122586,M. Clapham,CC BY,,Stenophlebia,,amphitrite,,,,,Munich Museum AS I 1025,exoskeleton,35428,Jurassic 6
122587,M. Clapham,CC BY,,Archimylacris,n. sp.,venusta,,Blattina,n. sp.,venusta,,tegmen,49950,Carboniferous 4
122588,M. Clapham,CC BY,,Mesoraphidia,n. sp.,koreensis,,,,,KS-5024,exoskeleton,50581,Cretaceous 4
122588,M. Clapham,CC BY,,Mesoraphidia,n. sp.,phantasma,,,,,KS-5030,exoskeleton,50581,Cretaceous 4
122589,M. Clapham,CC BY,n. gen.,Styporaphidia,n. sp.,magia,,,,,CNU NNS-200202,exoskeleton,39092,Jurassic 5
122589,M. Clapham,CC BY,n. gen.,Ororaphidia,n. sp.,megalocephala,,,,,CNU NNS-200201,exoskeleton,39092,Jurassic 5
122592,M. Clapham,CC BY,,Phyloblatta,n. sp.,manebachensis,,Blattina,n. sp.,manebachensis,,forewing,48841,Carboniferous 5
122592,M. Clapham,CC BY,,Phyloblatta,n. sp.,gimmi,,,,,FG 262/2,tegmen,48841,Carboniferous 5
122592,M. Clapham,CC BY,,Compsoblatta,n. sp.,frankei,,,,,SM 9,,48841,Carboniferous 5
122592,M. Clapham,CC BY,,Phyloblatta,n. sp.,fritschii,,Blattina,n. sp.,fritschii,,tegmen,48841,Carboniferous 5
122592,M. Clapham,CC BY,,Phauloblatta,n. sp.,clathrata,,Blattina,n. sp.,clathrata,,tegmen,48841,Carboniferous 5
122592,M. Clapham,CC BY,,Sphalmatoblattina,n. sp.,latinervis,,Blattina,n. sp.,latinervis,,hindwing,48841,Carboniferous 5
122592,M. Clapham,CC BY,,Gerablattina,n. sp.,goldenbergi,,Blattina,n. sp.,goldenbergi,,tegmen,48841,Carboniferous 5
122592,M. Clapham,CC BY,,Anthracoblattina,,didyma,,Etoblattina,,didyma,,tegmen,48841,Carboniferous 5
122592,M. Clapham,CC BY,n. gen.,Macrophlebium,n. sp.,hollebeni,,,,,,wing,48841,Carboniferous 5
122593,M. Clapham,CC BY,,Blattina,n. sp.,tischbeini,,,,,"Naturhist. Ver. Bonn, 29",exoskeleton,37755,Carboniferous 4
122593,M. Clapham,CC BY,,Blattina,n. sp.,insignis,,,,,"Naturhist. Ver. Bonn, 2(31)",nymph,37755,Carboniferous 4
122594,M. Clapham,CC BY,,Archimulacris,n. sp.,acadica,,Archimulacris,n. sp.,acadicus,,forewing,25764,Carboniferous 4
122595,M. Clapham,CC BY,,Anthracoblattina,n. sp.,dresdensis,,Blattina,n. sp.,dresdensis,GM 1300,forewing,50907,Carboniferous 4
122596,M. Clapham,CC BY,n. gen.,Araripenymphes,n. sp.,seldeni,,,,,SBPr-I-365,exoskeleton,39099,Cretaceous 3
122597,M. Clapham,CC BY,,Blattina,n. sp.,winteriana,,,,,"Naturhist. Ver. Bonn, 44",forewing,50606,Carboniferous 4
122598,M. Clapham,CC BY,?,Termitidiopsis,n. sp.,rugosum,?,Termitidium,n. sp.,rugosum,,forewing,50491,Carboniferous 5
122598,M. Clapham,CC BY,,Blattina,n. sp.,remigii,,,,,,tegmen,50491,Carboniferous 5
122599,M. Clapham,CC BY,,Anthracoblattina,n. sp.,rueckerti,,Blattina,n. sp.,rueckerti,,tegmen,50787,Permian 1
122599,M. Clapham,CC BY,n. gen.,Ephemerites,n. sp.,rueckerti,,,,,,wing,50787,Permian 1
122600,M. Clapham,CC BY,,Xenoblatta,n. sp.,russoma,,Gerablattina,n. sp.,robusta,Bergschule Sarbrucken (Pl 34 fig 3),wing,50816,Carboniferous 5
122600,M. Clapham,CC BY,,Petrablattina,n. sp.,wemmetsweilerensis,,Blattina,n. sp.,wemmetsweileriensis,Bergaschule Saarbrücken (Pl 1 fig 9),tegmen,50816,Carboniferous 5
122600,M. Clapham,CC BY,,Sysciophlebia,n. sp.,intermedia,,Blattina,n. sp.,intermedia,Bergschule Saarbrücken 7c Ba 15,tegmen,50816,Carboniferous 5
122601,M. Clapham,CC BY,,Termitidium,n. sp.,amissum,,,,,,wing,49286,Carboniferous 4
122601,M. Clapham,CC BY,,Arltia,n. sp.,obsoleta,,Dictyoneura,n. sp.,obsoleta,Naturhist. Ver. Bonn 11 (37),wing,49286,Carboniferous 4
122601,M. Clapham,CC BY,,Blattina,n. sp.,scaberata,,,,,"Naturhist. Ver. Bonn, 28",forewing,49286,Carboniferous 4
122601,M. Clapham,CC BY,?,Dictyoneura,n. sp.,macrophlebia,,,,,,wing,49286,Carboniferous 4
122601,M. Clapham,CC BY,,Arltia,n. sp.,schmitzi,,Dictyoneura,n. sp.,schmitzi,"Naturhist Ver. Bonn, 13(38)",wing,49286,Carboniferous 4
122601,M. Clapham,CC BY,,Stilbocrocis,n. sp.,heeri,,Termes,n. sp.,heeri,"Naturhist Ver. Bonn, 14(39)",wing,49286,Carboniferous 4
122601,M. Clapham,CC BY,,Goldenbergia,n. sp.,decheni,,Termes,n. sp.,decheni,"Naturhist Ver. Bonn, 15(40)",wing,49286,Carboniferous 4
122603,M. Clapham,CC BY,,Sysciophlebia,n. sp.,euglyptica,,Blattina,n. sp.,weissiana,Geol. Landesmus. Berlin 7,forewing,48841,Carboniferous 5
122604,M. Clapham,CC BY,,Acosmoblatta,n. sp.,permacra,,Gerablattina,n. sp.,permacra,USGS 2187(2188),tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Bradyblatta,n. sp.,sagittaria,,Etoblattina,n. sp.,sagittaria,USNM 38171,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,n. sp.,balteata,,Etoblattina,n. sp.,occulta,Coll Lacoe 2127 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,debilis,,,,,USNM 38903,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,immolata,,Etoblattina,n. sp.,immolata,USNM 38079,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Gerablattina,n. sp.,perita,,,,,Coll Lacoe 2140 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,regularis,,,,,,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,expugnata,,Etoblattina,n. sp.,expugnata,USNM 38193,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,residua,,Etoblattina,n. sp.,residua,USNM 38179,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,communis,,Etoblattina,n. sp.,communis,USNM 38188,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,deducta,,Gerablattina,n. sp.,deducta,USNM38063,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Petrablattina,n. sp.,ovata,,Etoblattina,n. sp.,ovata,USNM 38201,thorax,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,n. sp.,recidiva,,Etoblattina,n. sp.,recidiva,Coll Lacoe 2129 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,vulgata,,,,,USNM 38901,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Pareinoblatta,n. sp.,expuncta,,Etoblattina,n. sp.,expuncta,USNM 38192,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,n. sp.,balteata,,Gerablattina,n. sp.,cassvici,Coll Lacoe 2142 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,macroptera,,,,,USNM 38891,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,imperfecta,,Etoblattina,n. sp.,imperfecta,USNM 38083,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Acosmoblatta,n. sp.,eakiniana,,Etoblattina,n. sp.,eakiniana,USNM 38169,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Apempherus,n. sp.,fossus,,Poroblattina,n. sp.,fossa,Coll Lacoe 2083 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Scudderula,n. sp.,arcta,,Etoblattina,n. sp.,arcta,Coll Lacoe 2118a,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Amblyblatta,n. sp.,lata,,Gerablattina,n. sp.,lata,USNM 38174,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,arcuata,,,,,USNM 38898,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,concinna,,Gerablattina,n. sp.,concinna,USNM 38172,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,?,Phyloblatta,n. sp.,rebaptizata,,,,,USNM 38106,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,expulsata,,Etoblattina,n. sp.,expulsata,USNM 38178,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Exochoblatta,n. sp.,hastata,,Petrablattina,n. sp.,hastata,USNM 38205,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,dichotoma,,,,,USNM 38896,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,n. sp.,balteata,,Gerablattina,n. sp.,balteata,,forewing,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,angusta,,Etoblattina,n. sp.,angusta,USNM 38185,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Liparoblatta,n. sp.,ovata,,Gerablattina,n. sp.,ovata,USNM 38170,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Bradyblatta,n. sp.,mucronata,,Etoblattina,n. sp.,mucronata,USNM 38199,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,,balteata,,,,,,forewing,37755,Permian 1
122604,M. Clapham,CC BY,,Amoeboblatta,n. sp.,permanenta,,Gerablattina,n. sp.,permanenta,USNM 38064,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,lata,,Etoblattina,n. sp.,lata,USNM 38200,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,n. sp.,invisa,,Etoblattina,n. sp.,invisa,Coll Lacoe 2126 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,scudderiana,,,,,USNM 38904,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,macerata,,Etoblattina,n. sp.,macerata,USNM 38183,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Gerablattina,n. sp.,inculta,,,,,Coll Lacoe 2139 a,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,abbreviata,,,,,USNM 38588,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,rogi,,Etoblattina,n. sp.,rogi,USNM 38088,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Penetoblatta,n. sp.,virginiensis,,Anthracoblattina,n. sp.,virginiensis,USNM 38104,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Etoblattina,n. sp.,exigua,,,,,Coll Lacoe 2107 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,mactata,,Etoblattina,n. sp.,mactata,USNM 38081,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Gerablattina,n. sp.,eversa,,,,,Coll Lacoe 2145 a,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Bradyblatta,n. sp.,sagittaria,,Etoblattina,n. sp.,mediana,USNM 38198,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Dicladoblatta,n. sp.,defossa,,Etoblattina,n. sp.,defossa,Coll Lacoe 2128 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,virginiana,,,,,USNM 38902,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,n. sp.,balteata,,Gerablattina,n. sp.,diversinervis,Coll Lacoe 2141 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,cassvilleana,,,,,USNM 38892,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,obatra,,Etoblattina,n. sp.,obatra,USNM 38087,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Poroblattina,n. sp.,gratiosa,,,,,Coll Lacoe 2134 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,funeraria,,Etoblattina,n. sp.,funeraria,USNM 38078,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,exsecuta,,Etoblattina,n. sp.,exsecuta,USNM 38180,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Liparoblatta,n. sp.,radiata,,Gerablattina,n. sp.,radiata,USNM 38175,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Symphyoblatta,n. sp.,debilis,,Etoblattina,n. sp.,debilis,USNM 38197,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Etoblattina,,sp.,,,,,,,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,mortua,,,,,USNM 38899,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,abdicata,,Gerablattina,n. sp.,abdicata,USNM 38065,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,secreta,,Etoblattina,n. sp.,secreta,USNM 38167,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,accubita,,Etoblattina,n. sp.,accubita,USNM 38169,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Apempherus,n. sp.,complexinervis,,Poroblattina,n. sp.,complexinervis,USNM 38204,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,elatior,,,,,USNM 38895,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,praedulcis,,Etoblattina,n. sp.,praedulcis,USNM 38165,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Arrhythmoblatta,n. sp.,scudderiana,,,,,USNM 38894,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Penetoblatta,n. sp.,rotundata,,Gerablattina,n. sp.,rotundata,USNM 38171,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Sysciophlebia,n. sp.,patiens,,Etoblattina,n. sp.,patiens,Coll Lacoe 2104 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,uniformis,,Gerablattina,n. sp.,uniformis,USNM 38177,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,?,Phyloblatta,n. sp.,dimidiata,,,,,USNM 38905,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,gratiosa,,Etoblattina,n. sp.,gratiosa,USNM 38166,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,fracta,,,,,USNM 38897,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Phyloblatta,n. sp.,macilenta,,Etoblattina,n. sp.,macilenta,USNM38163,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Etoblattina,n. sp.,aperta,,Etoblattina,,fasciata,Coll Lacoe 2066 ab,tegmen,37755,Permian 1
122604,M. Clapham,CC BY,,Arrhythmoblatta,n. sp.,detecta,,Etoblattina,n. sp.,detecta,Coll Lacoe 2106 ab,tegmen,37755,Permian 1
122605,M. Clapham,CC BY,,Sysciophlebia,,balteata,,Gerablattina,,balteata,,forewing,37755,Carboniferous 5
122606,M. Clapham,CC BY,,Alienus,n. sp.,lebachensis,,Fulgorina,n. sp.,lebachensis,,wing,49286,Permian 1
122606,M. Clapham,CC BY,,Archimylacridae,,ingberti,,,,,"Naturhist. Ver. Bonn, 45",wing,49286,Permian 1
122606,M. Clapham,CC BY,,Phyloblatta,n. sp.,flabellata,,Blattina,n. sp.,gracilis,"Naturhist Ver. Bonn, 25",tegmen,49286,Permian 1
122606,M. Clapham,CC BY,,Anthracoblattina,n. sp.,lebachensis,,Blattina,n. sp.,lebachensis,MB 7ab,tegmen,49286,Permian 1
122606,M. Clapham,CC BY,,Olethroblatta,n. sp.,minuta,,,,,,wing,49286,Permian 1
122607,M. Clapham,CC BY,,Blattina,n. sp.,sepulta,,,,,,forewing,49338,Carboniferous 4
122619,M. Clapham,CC BY,,Progonoblattina,n. sp.,heeri,,,,,,tegmen,50652,
122619,M. Clapham,CC BY,,Progonoblattina,n. sp.,helvetica,,Blattina,n. sp.,helvetica,,tegmen,50652,
