"","specimen_no","occurrence_no","reference_no","specimen_id","sex","specimen_part","is_type","measurement_no","measurement_type","average"
"18074",50677,"1017311",40264,"PIN 1197/27","NULL","forewing","holotype",100205,"width","11.5"
"18075",50677,"1017311",40264,"PIN 1197/27","NULL","forewing","holotype",100206,"length","43.5"
"18076",50678,"1017312",40264,"PIN 1197/68","NULL","hindwing","NULL",100207,"length","28"
"18077",50679,"1017632",40264,"PIN 676/126","NULL","forewing","holotype",100208,"width","5.2"
"18078",50679,"1017632",40264,"PIN 676/126","NULL","forewing","holotype",100209,"length","17.5"
"18079",50680,"1017313",40264,"PIN 1197/309","NULL","forewing","holotype",100210,"width","7"
"18080",50680,"1017313",40264,"PIN 1197/309","NULL","forewing","holotype",100211,"length","20"
"18081",50681,"1017314",40264,"PIN 1197/159","NULL","forewing","holotype",100212,"width","7.2"
"18082",50681,"1017314",40264,"PIN 1197/159","NULL","forewing","holotype",100213,"length","22"
"18083",50682,"1017315",40264,"PIN 1197/317","NULL","forewing","holotype",100214,"width","7.1"
"18084",50682,"1017315",40264,"PIN 1197/317","NULL","forewing","holotype",100215,"length","21"
"18085",50683,"1017428",40264,"PIN 966/83","NULL","forewing","holotype",100216,"width","11.5"
"18086",50683,"1017428",40264,"PIN 966/83","NULL","forewing","holotype",100217,"length","27"
"18087",50684,"1017317",40264,"PIN 1197/313","NULL","forewing","holotype",100218,"width","12"
"18088",50684,"1017317",40264,"PIN 1197/313","NULL","forewing","holotype",100219,"length","31"
"18089",50685,"1017318",40264,"PIN 1197/292","NULL","forewing","holotype",100220,"width","10.5"
"18090",50685,"1017318",40264,"PIN 1197/292","NULL","forewing","holotype",100221,"length","27"
"18091",50686,"1017695",40264,"PIN 1248/1","NULL","forewing","holotype",100222,"width","10.5"
"18092",50686,"1017695",40264,"PIN 1248/1","NULL","forewing","holotype",100223,"length","27"
"18093",50687,"1017519",40264,"PIN 600/318","NULL","forewing","holotype",100224,"width","7.5"
"18094",50687,"1017519",40264,"PIN 600/318","NULL","forewing","holotype",100225,"length","22"
"18095",50688,"1017320",40264,"PIN 1197/145","NULL","forewing","holotype",100226,"width","15"
"18096",50688,"1017320",40264,"PIN 1197/145","NULL","forewing","holotype",100227,"length","49"
"18097",50689,"1017321",40264,"PIN 1197/248","NULL","forewing","holotype",100228,"width","13"
"18098",50689,"1017321",40264,"PIN 1197/248","NULL","forewing","holotype",100229,"length","42"
"18099",50690,"1017322",40264,"PIN 1197/97","NULL","forewing","holotype",100230,"width","12.6"
"18100",50690,"1017322",40264,"PIN 1197/97","NULL","forewing","holotype",100231,"length","38"
"18101",50691,"1017323",40264,"PIN 1197/72","NULL","forewing","holotype",100232,"width","10"
"18102",50691,"1017323",40264,"PIN 1197/72","NULL","forewing","holotype",100233,"length","30"
"18103",50692,"1017324",40264,"PIN 1197/325","NULL","forewing","holotype",100234,"width","6.5"
"18104",50692,"1017324",40264,"PIN 1197/325","NULL","forewing","holotype",100235,"length","21.5"
"18105",50693,"1017325",40264,"PIN 1197/181","NULL","forewing","holotype",100236,"width","10"
"18106",50693,"1017325",40264,"PIN 1197/181","NULL","forewing","holotype",100237,"length","30"
"18107",50694,"1017696",40264,"PIN 1405/2","NULL","forewing","holotype",100238,"width","10"
"18108",50694,"1017696",40264,"PIN 1405/2","NULL","forewing","holotype",100239,"length","33"
"18109",50695,"1017326",40264,"PIN 1197/326","NULL","forewing","holotype",100240,"width","7.5"
"18110",50695,"1017326",40264,"PIN 1197/326","NULL","forewing","holotype",100241,"length","21"
"18111",50696,"1017327",40264,"PIN 1197/249","NULL","forewing","holotype",100242,"width","7.5"
"18112",50696,"1017327",40264,"PIN 1197/249","NULL","forewing","holotype",100243,"length","24.5"
"18113",50697,"1017432",40264,"PIN 966/82","NULL","forewing","holotype",100244,"width","5"
"18114",50697,"1017432",40264,"PIN 966/82","NULL","forewing","holotype",100245,"length","13.5"
"18115",50698,"1017329",40264,"PIN 1197/290","NULL","forewing","holotype",100246,"width","4.5"
"18116",50698,"1017329",40264,"PIN 1197/290","NULL","forewing","holotype",100247,"length","13"
"18117",50699,"1017330",40264,"PIN 1197/290","NULL","forewing","holotype",100248,"width","5"
"18118",50699,"1017330",40264,"PIN 1197/290","NULL","forewing","holotype",100249,"length","13.2"
"18119",50700,"1017331",40264,"PIN 1197/238","NULL","forewing","holotype",100250,"width","3.3"
"18120",50700,"1017331",40264,"PIN 1197/238","NULL","forewing","holotype",100251,"length","9.1"
"18121",50701,"1017633",40264,"PIN 676/257","NULL","forewing","holotype",100252,"width","3.6"
"18122",50701,"1017633",40264,"PIN 676/257","NULL","forewing","holotype",100253,"length","10.5"
"18123",50702,"1017333",40264,"PIN 1197/256","NULL","forewing","holotype",100254,"width","5.5"
"18124",50702,"1017333",40264,"PIN 1197/256","NULL","forewing","holotype",100255,"length","15.7"
"18125",50703,"1017699",40264,"PIN 598/32","NULL","forewing","holotype",100256,"width","7.3"
"18126",50703,"1017699",40264,"PIN 598/32","NULL","forewing","holotype",100257,"length","11.4"
"18127",50704,"1017634",40264,"PIN 676/252","NULL","forewing","holotype",100258,"width","9"
"18128",50704,"1017634",40264,"PIN 676/252","NULL","forewing","holotype",100259,"length","28"
"18129",50705,"1017718",40264,"PIN 677/3","NULL","forewing","holotype",100260,"width","2.7"
"18130",50705,"1017718",40264,"PIN 677/3","NULL","forewing","holotype",100261,"length","4.8"
"18131",50706,"1017722",40264,"PIN 1404/1","NULL","hindwing","holotype",100262,"width","10"
"18132",50706,"1017722",40264,"PIN 1404/1","NULL","hindwing","holotype",100263,"length","21.5"
"18133",50707,"1017526",40264,"PIN 600/505","NULL","forewing","holotype",100264,"width","4.3"
"18134",50707,"1017526",40264,"PIN 600/505","NULL","forewing","holotype",100265,"length","10"
"18135",50708,"1017335",40264,"PIN 1197/333","NULL","forewing","holotype",100266,"width","2.1"
"18136",50708,"1017335",40264,"PIN 1197/333","NULL","forewing","holotype",100267,"length","6.8"
"18137",50709,"1017337",40264,"PIN 1197/335","NULL","forewing","holotype",100268,"width","2.1"
"18138",50709,"1017337",40264,"PIN 1197/335","NULL","forewing","holotype",100269,"length","8.3"
"18139",50710,"1017338",40264,"PIN 1197/340","NULL","forewing","holotype",100270,"width","2.5"
"18140",50710,"1017338",40264,"PIN 1197/340","NULL","forewing","holotype",100271,"length","8.4"
"18141",50711,"1017529",40268,"PIN 600/128","NULL","forewing","holotype",100272,"width","2.3"
"18142",50711,"1017529",40268,"PIN 600/128","NULL","forewing","holotype",100273,"length","7.4"
"18143",50712,"1017530",40268,"PIN 600/474","NULL","forewing","holotype",100274,"width","1.3"
"18144",50712,"1017530",40268,"PIN 600/474","NULL","forewing","holotype",100275,"length","3.5"
"18145",50713,"1017636",40268,"PIN 676/543","NULL","forewing","holotype",100276,"width","2"
"18146",50713,"1017636",40268,"PIN 676/543","NULL","forewing","holotype",100277,"length","7"
"18147",50714,"1017339",40269,"PIN 1197/32","NULL","forewing","holotype",100278,"width","8.5"
"18148",50714,"1017339",40269,"PIN 1197/32","NULL","forewing","holotype",100279,"length","27"
"18149",50715,"1017828",40269,"PIN 746/113","NULL","forewing","holotype",100280,"width","10"
"18150",50715,"1017828",40269,"PIN 746/113","NULL","forewing","holotype",100281,"length","25"
"18151",50716,"1017829",40270,"PIN 746/72","NULL","forewing","holotype",100282,"width","1.8"
"18152",50716,"1017829",40270,"PIN 746/72","NULL","forewing","holotype",100283,"length","5.8"
"18153",50717,"1017341",40270,"PIN 1197/367","NULL","forewing","holotype",100284,"width","1.4"
"18154",50717,"1017341",40270,"PIN 1197/367","NULL","forewing","holotype",100285,"length","4.75"
"18155",50718,"1017533",40270,"PIN 600/477","NULL","forewing","holotype",100286,"length","7"
"18156",50719,"1017534",40270,"PIN 600/479","NULL","forewing","holotype",100287,"width","1.8"
"18157",50719,"1017534",40270,"PIN 600/479","NULL","forewing","holotype",100288,"length","5.9"
"18158",50720,"1017343",40270,"PIN 1197/372","NULL","forewing","holotype",100289,"width","2"
"18159",50720,"1017343",40270,"PIN 1197/372","NULL","forewing","holotype",100290,"length","6"
"18160",50721,"1017344",40270,"PIN 1197/362","NULL","forewing","holotype",100291,"length","6.25"
"18161",50722,"1017345",40270,"PIN 1197/370","NULL","forewing","holotype",100292,"width","1.82"
"18162",50722,"1017345",40270,"PIN 1197/370","NULL","forewing","holotype",100293,"length","6"
"18163",50723,"1017345",40270,"PIN 1197/377","NULL","forewing","holotype",100294,"width","1.62"
"18164",50723,"1017345",40270,"PIN 1197/377","NULL","forewing","holotype",100295,"length","5.1"
"18165",50724,"1017536",40270,"PIN 600/480","NULL","forewing","holotype",100296,"width","1.65"
"18166",50724,"1017536",40270,"PIN 600/480","NULL","forewing","holotype",100297,"length","6"
"18167",50725,"1017744",40270,"PIN 676/76","NULL","forewing","holotype",100298,"width","1.5"
"18168",50725,"1017744",40270,"PIN 676/76","NULL","forewing","holotype",100299,"length","6.6"
"18169",50726,"1017745",40270,"PIN 675/74a","NULL","forewing","holotype",100300,"width","2"
"18170",50726,"1017745",40270,"PIN 675/74a","NULL","forewing","holotype",100301,"length","7.5"
"18171",50727,"1017746",40270,"PIN 675/74b","NULL","forewing","holotype",100302,"width","2"
"18172",50727,"1017746",40270,"PIN 675/74b","NULL","forewing","holotype",100303,"length","7.5"
"18173",50728,"1017723",40270,"PIN 506/72","NULL","forewing","holotype",100304,"width","6"
"18174",50728,"1017723",40270,"PIN 506/72","NULL","forewing","holotype",100305,"length","20"
"18175",50729,"1017765",40270,"PIN 958/2","NULL","forewing","holotype",100306,"length","10"
"18176",50730,"1017747",40271,"PIN 675/63","NULL","forewing","holotype",100307,"width","0.5"
"18177",50730,"1017747",40271,"PIN 675/63","NULL","forewing","holotype",100308,"length","2.4"
"18178",50731,"1017638",40271,"PIN 676/124","NULL","forewing","holotype",100309,"width","0.7"
"18179",50731,"1017638",40271,"PIN 676/124","NULL","forewing","holotype",100310,"length","1.9"
"18180",50732,"1017639",40271,"PIN 676/377","NULL","forewing","holotype",100311,"width","1"
"18181",50732,"1017639",40271,"PIN 676/377","NULL","forewing","holotype",100312,"length","3"
"18182",50733,"1017640",40271,"PIN 676/454","NULL","forewing","holotype",100313,"width","0.5"
"18183",50733,"1017640",40271,"PIN 676/454","NULL","forewing","holotype",100314,"length","2.1"
"18184",50734,"1017641",40271,"PIN 676/544","NULL","forewing","holotype",100315,"length","2.4"
"18185",50735,"1017538",40271,"PIN 676/544","NULL","forewing","holotype",100316,"length","3.3"
"18186",50736,"1017701",40271,"PIN 598/15","NULL","forewing","holotype",100317,"width","0.5"
"18187",50736,"1017701",40271,"PIN 598/15","NULL","forewing","holotype",100318,"length","3"
"18188",50737,"1017642",40271,"PIN 676/324","NULL","forewing","holotype",100319,"length","9"
"18189",50738,"1017469",40271,"PIN 742/289","NULL","forewing","holotype",100320,"width","10"
"18190",50738,"1017469",40271,"PIN 742/289","NULL","forewing","holotype",100321,"length","18"
"18191",50739,"1017539",40271,"PIN 600/426","NULL","forewing","holotype",100322,"width","4.9"
"18192",50739,"1017539",40271,"PIN 600/426","NULL","forewing","holotype",100323,"length","20"
"18193",50740,"1017540",40271,"PIN 600/365","NULL","forewing","holotype",100324,"width","2.08"
